994106500000895
PRD0902129;0,08333333333333333
PRD0903336;0,08333333333333333
PRD0901369;0,08333333333333333
PRD0901977;0,08333333333333333
PRD0900725;0,08333333333333333
PRD0901527;0,08333333333333333
PRD0902163;0,08333333333333333
PRD0902394;0,08333333333333333
PRD0903395;0,08333333333333333
PRD0903389;0,08333333333333333
PRD0902411;0,08333333333333333
PRD0901168;0,08333333333333333
994106500001026
PRD0902479;0,2
PRD0903788;0,2
PRD0904184;0,2
PRD0900280;0,2
PRD0903819;0,2
994106500001039
PRD0904888;0,16666666666666666
PRD0904184;0,16666666666666666
PRD0903199;0,16666666666666666
PRD0904780;0,16666666666666666
PRD0901441;0,16666666666666666
PRD0904358;0,16666666666666666
994106500001083
PRD0900454;0,14285714285714285
PRD0903127;0,14285714285714285
PRD0903788;0,14285714285714285
PRD0900700;0,14285714285714285
PRD0902405;0,14285714285714285
PRD0903463;0,14285714285714285
PRD0904363;0,14285714285714285
994106500001253
PRD0900400;0,045454545454545456
PRD0904615;0,045454545454545456
PRD0902008;0,045454545454545456
PRD0902767;0,045454545454545456
PRD0901499;0,045454545454545456
PRD0903523;0,045454545454545456
PRD0900830;0,045454545454545456
PRD0903925;0,045454545454545456
PRD0903639;0,045454545454545456
PRD0901965;0,045454545454545456
PRD0902969;0,045454545454545456
PRD0902801;0,045454545454545456
PRD0901194;0,045454545454545456
PRD0901133;0,045454545454545456
PRD0904434;0,045454545454545456
PRD0900384;0,045454545454545456
PRD0903940;0,045454545454545456
PRD0904511;0,045454545454545456
PRD0902265;0,045454545454545456
PRD0901860;0,045454545454545456
PRD0902970;0,045454545454545456
PRD0903993;0,045454545454545456
994106500001744
PRD0903270;0,3333333333333333
PRD0904917;0,3333333333333333
PRD0904663;0,3333333333333333
994106500001817
PRD0902817;1,0
994106500002304
PRD0904945;0,1111111111111111
PRD0903229;0,1111111111111111
PRD0903787;0,1111111111111111
PRD0901348;0,1111111111111111
PRD0904469;0,1111111111111111
PRD0903678;0,1111111111111111
PRD0902968;0,1111111111111111
PRD0900218;0,1111111111111111
PRD0904358;0,1111111111111111
994106500002586
PRD0904857;0,2
PRD0903988;0,2
PRD0900218;0,2
PRD0901802;0,2
PRD0904881;0,2
994106500002621
PRD0901338;0,5
PRD0904248;0,5
994106500002776
PRD0904434;0,5
PRD0900254;0,5
994106500003202
PRD0902118;0,5
PRD0901007;0,5
994106500003545
PRD0901506;1,0
994106500003554
PRD0901809;0,1
PRD0903437;0,1
PRD0903703;0,1
PRD0901219;0,1
PRD0904441;0,1
PRD0900162;0,1
PRD0904797;0,1
PRD0903211;0,1
PRD0904444;0,1
PRD0904366;0,1
994106500003612
PRD0900173;0,5
PRD0901003;0,5
994106500003915
PRD0903788;0,3333333333333333
PRD0902140;0,3333333333333333
PRD0900332;0,3333333333333333
994106500003936
PRD0903093;0,09090909090909091
PRD0903270;0,09090909090909091
PRD0900407;0,09090909090909091
PRD0904878;0,09090909090909091
PRD0904679;0,09090909090909091
PRD0900302;0,09090909090909091
PRD0903053;0,09090909090909091
PRD0902069;0,09090909090909091
PRD0900296;0,09090909090909091
PRD0903214;0,09090909090909091
PRD0902540;0,09090909090909091
994106500004120
PRD0900745;1,0
994106500004322
PRD0900465;1,0
994106500004361
PRD0900907;0,5
PRD0904209;0,5
994106500004371
PRD0904391;0,05555555555555555
PRD0903270;0,05555555555555555
PRD0901837;0,05555555555555555
PRD0903228;0,05555555555555555
PRD0900168;0,05555555555555555
PRD0902852;0,05555555555555555
PRD0903007;0,05555555555555555
PRD0900997;0,05555555555555555
PRD0902603;0,05555555555555555
PRD0903835;0,05555555555555555
PRD0900713;0,05555555555555555
PRD0902099;0,05555555555555555
PRD0903078;0,05555555555555555
PRD0903560;0,05555555555555555
PRD0904358;0,05555555555555555
PRD0900761;0,05555555555555555
PRD0900034;0,05555555555555555
PRD0900078;0,05555555555555555
994106500004697
PRD0901228;0,25
PRD0901877;0,25
PRD0902840;0,25
PRD0903750;0,25
994106500004819
PRD0904092;0,05
PRD0903052;0,05
PRD0901083;0,05
PRD0902390;0,05
